reptile_source,product_name,promotional_image,product_description,product_type,industry,ai_tag,used_model,product_display_link,product_display_qr_code,like_num,collect_num,view_num
https://www.ainav.cn/sites/1573.html,MiniGPT-v2多模态翻译站点,https://s0.wp.com/mshots/v1/minigpt-v2.github.io?w=383&h=328,MiniGPT-v2：大型语言模型作为视觉语言多任务学习的统一接口,AI大模型,,"AI大模型,MiniGPT-v2",,https://minigpt-v2.github.io/,https://www.ainav.cn/qr/?text=https://minigpt-v2.github.io/&size=150&margin=10,,,
https://www.ainav.cn/sites/1566.html,写个论文,https://s0.wp.com/mshots/v1/www.xiegelunwen.com?w=383&h=328,超好用的免费论文降重软件，让写论文更简单,AI文本写作,,"AI文本写作,免费论文降重软件,论文查重,论文降重,论文降重神器,论文降重软件",,https://www.xiegelunwen.com/,https://www.ainav.cn/qr/?text=https://www.xiegelunwen.com/&size=150&margin=10,,,
https://www.ainav.cn/sites/1564.html,晓语台,https://s0.wp.com/mshots/v1/www.xiaoyutai.com?w=383&h=328,晓语台，是一款AI文本创作产品。创作能力主要围绕营销文本的AI创作，晓语台覆盖了品牌与市调、商业媒体、社交媒体、搜索营销、数字广告、职场办公共六类全营销文本高维,AI文本写作,,"AI文本写作,AI写作,Ai创作,AI办公,AI文案,AI营销创作工具",,https://www.xiaoyutai.com,https://www.ainav.cn/qr/?text=https://www.xiaoyutai.com&size=150&margin=10,,,
https://www.ainav.cn/sites/1573.html,MiniGPT-v2多模态翻译站点,https://s0.wp.com/mshots/v1/minigpt-v2.github.io?w=383&h=328,MiniGPT-v2：大型语言模型作为视觉语言多任务学习的统一接口,AI大模型,,"AI大模型,MiniGPT-v2",,https://minigpt-v2.github.io/,https://www.ainav.cn/qr/?text=https://minigpt-v2.github.io/&size=150&margin=10,,,
https://www.ainav.cn/sites/1555.html,GPT4与MJ绘画 国内大模型 免费体验,https://s0.wp.com/mshots/v1/www.gpt-vip.com?w=383&h=328,AI绘画，国内模型，高速GPT3.5-4.0，PDF文件上传分析，可免费体验，无需科学上网。,AI热门工具,,AI热门工具,,http://www.gpt-vip.com/,https://www.ainav.cn/qr/?text=http://www.gpt-vip.com/&size=150&margin=10,,,
https://www.ainav.cn/sites/1553.html,中潮AI,https://s0.wp.com/mshots/v1/ai.i-ronge.com?w=383&h=328,智能文案创作助手，高效办公新利器！,AI文本写作,,"AI文本写作,中潮AI,文案创作",,https://ai.i-ronge.com/,https://www.ainav.cn/qr/?text=https://ai.i-ronge.com/&size=150&margin=10,,,
https://www.ainav.cn/sites/1573.html,MiniGPT-v2多模态翻译站点,https://s0.wp.com/mshots/v1/minigpt-v2.github.io?w=383&h=328,MiniGPT-v2：大型语言模型作为视觉语言多任务学习的统一接口,AI大模型,,"AI大模型,MiniGPT-v2",,https://minigpt-v2.github.io/,https://www.ainav.cn/qr/?text=https://minigpt-v2.github.io/&size=150&margin=10,,,
https://www.ainav.cn/sites/1549.html,邦宁同传,https://s0.wp.com/mshots/v1/tongchuan.isyour.love?w=383&h=328,邦宁同传是一个免费的实时翻译软件，可以帮助我们实现同声传译及实时翻译英语字幕，支持获取麦克风和电脑里的声音,AI音乐,,"AI同传翻译,实时翻译,邦宁同传",,https://tongchuan.isyour.love/,https://www.ainav.cn/qr/?text=https://tongchuan.isyour.love/&size=150&margin=10,,,
https://www.ainav.cn/sites/1542.html,AI文案王 | 智能AI写作绘画机器人,https://s0.wp.com/mshots/v1/chat.aiyigao.com?w=383&h=328,AI文案王，智能AI写作绘画机器人，协作创作与壁纸头像漫画生成，智能推广文案一键得。助您创意无限、创作高效，提供多样素材与建议，快速生成吸引人的推广文案。享受创,AI办公工具,,"AI办公,AI文案,ai绘画,GPT4,Midjourney,智能AI",,https://chat.aiyigao.com/web/?gfy3,https://www.ainav.cn/qr/?text=https://chat.aiyigao.com/web/?gfy3&size=150&margin=10,,,
https://www.ainav.cn/sites/1526.html,问小智AIGC助手,https://s0.wp.com/mshots/v1/wenxiaozhi.com?w=383&h=328,聚合市面多种AI及绘画产品，一个站点全部搞定,AI文本写作,,"AI文本写作,问答，绘画，gpt，sd，mj",,https://wenxiaozhi.com/,https://www.ainav.cn/qr/?text=https://wenxiaozhi.com/&size=150&margin=10,,,
https://www.ainav.cn/sites/1525.html,ChatGPT水龙头,https://s0.wp.com/mshots/v1/www.apifaucet.com?w=383&h=328,提供免费 ChatGPT API 的AI工具。,其他AI工具,,"其他AI工具,ChatGPT API,ChatGPT水龙头",,https://www.apifaucet.com/,https://www.ainav.cn/qr/?text=https://www.apifaucet.com/&size=150&margin=10,,,
